head_entity_text,tail_entity_text,predicted_label,true_label
nunt,cuisine,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
boat,port,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Horseshoes,blacksmiths,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
containers,retail stores,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
item,customer,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
cooper,barrels,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
Mothers,kidneys,Other,"Entity-Origin (e2, e1)"
pollution,stratosphere,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
example,book,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
bowels,castle,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
aircraft,airport,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
fund,business,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
cleaners,burning sensation,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
ship,destination,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
user,gestures,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
potter,pot,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
dust,nosebleeds,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
redcurrent,syrup,Other,"Entity-Origin (e2, e1)"
train,station,"Entity-Origin (e2, e1)","Entity-Origin (e1, e2)"
husband,sweater,Other,Other
brew,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
water,kettle,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
finger,nails,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
glue,place,"Entity-Destination (e1, e2)",Other
guide,work,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
conditions,areas,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
cement,forms,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
palm,oil,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
Depression,suicide,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
speech,practices,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
cadre,musicians,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
battalion,swordsmen,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
fortress,towers,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
pages,tankard,"Content-Container (e1, e2)","Content-Container (e1, e2)"
figure,results,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
wall,experience,"Component-Whole (e1, e2)",Other
notes,changes,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
appellant,malice,Other,Other
variety,peasants,Other,Other
manager,list,Other,"Product-Producer (e2, e1)"
theme,science fiction,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
film,tenacity,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
cane,sugar,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
violinist,body,Other,"Product-Producer (e2, e1)"
shot,wound,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
pace,asses,Other,"Member-Collection (e2, e1)"
method,steps,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
bug,garage,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
family,village,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
exhibition,qualities,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
infestation,fleas,Other,Other
theory,exchange,Other,Other
mob,workers,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
staff,hospital,"Member-Collection (e1, e2)",Other
brush,painter,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
company,trouble,"Entity-Destination (e1, e2)",Other
man,lap,"Entity-Destination (e1, e2)",Other
novel,governor-general,Other,"Product-Producer (e1, e2)"
flash drive,ROMs,"Content-Container (e2, e1)","Component-Whole (e2, e1)"
scientists,antiboitics,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
Acne,hormonal imbalance,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
pump,coupling,"Instrument-Agency (e2, e1)","Component-Whole (e2, e1)"
flights,airspace,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
discussion,concept,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
probe,fragment,"Product-Producer (e2, e1)","Entity-Origin (e1, e2)"
restaurant,list,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
government,agency,"Instrument-Agency (e2, e1)","Product-Producer (e2, e1)"
furniture,legs,"Component-Whole (e1, e2)",Other
passenger,photograph,Other,"Product-Producer (e2, e1)"
mystery,energy,Other,Other
teacher,literature,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
ligature,performer,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
design,studio,Other,"Product-Producer (e1, e2)"
Tree,roots,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
mason,walls,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
company,benchmarking,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
cadre,banks,Other,"Component-Whole (e1, e2)"
composer,works,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
shovel,gardeners,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
man,submersible,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
family,inpatients,Other,"Member-Collection (e2, e1)"
certificate,exemption,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
inflammation,pain,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
title,book,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
items,customer,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
teaching experience,anecdotes,Other,Other
association,kits,"Product-Producer (e2, e1)",Other
skin,orange,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
student,balcony,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
property,expression,Other,"Entity-Origin (e2, e1)"
news,article,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
films,viewers,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
forebrain,brain,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
plane,runway,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
bomb,freezer,"Content-Container (e1, e2)","Content-Container (e1, e2)"
paddling,ducks,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
kids,place,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
freighter,dope,"Content-Container (e2, e1)","Content-Container (e2, e1)"
impact,work,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
constitutes,plant,Other,Other
froggery,frogs,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
water,river,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
evangelist,news,"Message-Topic (e1, e2)","Product-Producer (e2, e1)"
disorders,mutation,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
baby,bag,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
wall,youths,Other,"Product-Producer (e1, e2)"
teacher,umbrella,Other,"Instrument-Agency (e2, e1)"
book,process,Other,Other
Power,reaction,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
motions,discipline,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
hero,building,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
money,pocket,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
dynamite,blasting,"Instrument-Agency (e1, e2)",Other
fish,sea,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
player,next round,"Entity-Destination (e1, e2)",Other
series of poems,story,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
license,state,"Entity-Origin (e1, e2)","Product-Producer (e1, e2)"
radio wave,outer space,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
author,blog,Other,"Product-Producer (e2, e1)"
valves,trumpet,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
list,call,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Doctor,drill,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
sensor,circle,"Entity-Destination (e1, e2)",Other
film,industry,Other,"Product-Producer (e1, e2)"
equipment,country,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
hairstyles,days,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
eruption,craters,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
girl,companion,Other,"Instrument-Agency (e2, e1)"
soldiers,post,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
ancestors,rafts,Other,"Instrument-Agency (e2, e1)"
journal,veterinary imaging,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
program,poems,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
foundry,bells,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
weapons,space,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
seat,truck,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
storm,upwelling,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
film,flashbacks,"Instrument-Agency (e1, e2)","Component-Whole (e2, e1)"
documents,literature,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
eye,bull,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
Shampoos,acid,"Instrument-Agency (e2, e1)",Other
base,clock,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
word,race,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
magazine,music,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
socialist,party,"Member-Collection (e1, e2)",Other
barley,wine,Other,"Entity-Origin (e2, e1)"
world,egg,"Content-Container (e1, e2)","Content-Container (e1, e2)"
article,problems,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
elements,literature,"Component-Whole (e1, e2)","Entity-Origin (e1, e2)"
title,quip,Other,"Entity-Origin (e1, e2)"
riffraff,savages,Other,"Member-Collection (e2, e1)"
poet,sequel,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
league,codes,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
religion,empire,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
woofers,box,"Component-Whole (e1, e2)","Content-Container (e1, e2)"
flood,sea,"Entity-Origin (e1, e2)","Cause-Effect (e2, e1)"
students,groups,"Entity-Destination (e1, e2)","Member-Collection (e1, e2)"
disaster,hurricane,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
products,areas,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
poison,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
men,fort,"Entity-Destination (e1, e2)",Other
company,portfolio,Other,"Product-Producer (e2, e1)"
avenger,rifle,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
manuscript,justice,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
Members,computers,Other,"Product-Producer (e2, e1)"
crush,passengers,Other,"Member-Collection (e2, e1)"
horde,believers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
bomb,region,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
astronomer,telescope,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
methods,publication,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
man,shovel,Other,"Instrument-Agency (e2, e1)"
dignity,canons,Other,Other
pilots,history,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
energy,posters,Other,"Cause-Effect (e2, e1)"
course,interaction,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
car,snakes,"Content-Container (e2, e1)","Content-Container (e2, e1)"
chef,knife,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
treatise,theorist,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
communion,saints,Other,Other
creditor,process,Other,"Instrument-Agency (e2, e1)"
journal,use,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
laughter,joke,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
efforts,objective,Other,"Entity-Destination (e1, e2)"
bottle,blood,"Content-Container (e1, e2)","Content-Container (e2, e1)"
explosion,crater,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
damage,aircraft,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
episode,video,"Content-Container (e1, e2)","Message-Topic (e2, e1)"
sound,structure,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
building,wall,"Component-Whole (e2, e1)",Other
generations,future survival,"Entity-Destination (e1, e2)",Other
ornaments,molds,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
saw,blades,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
notes,ideas,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
prisoner,tunnel,Other,"Product-Producer (e2, e1)"
accident,power outage,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
bench,magistrates,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
debate,ethical issues,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
eyewitness,account,Other,"Product-Producer (e2, e1)"
letter,headquarters,"Entity-Origin (e2, e1)","Entity-Origin (e1, e2)"
chain,saw,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
applicant,school,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
garden,patches,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
flu,fevers,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
father,college,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
indicator,headset,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
hydrants,facility,"Entity-Destination (e1, e2)","Product-Producer (e1, e2)"
influenza,virus,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
soap,prime time,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Wrinkles,laughing,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
varieties,church,Other,Other
grain,spirits,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
crisis,economy,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
damage,virus,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
map,safe,"Content-Container (e1, e2)","Content-Container (e1, e2)"
pants,box,"Content-Container (e1, e2)","Content-Container (e1, e2)"
mechanism,bridge,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
dray,squirrels,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
reagent,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
illusion,experiments,"Message-Topic (e1, e2)",Other
criticism,weaknesses,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
singer,outdoor stage,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
screwdriver,men,"Instrument-Agency (e2, e1)","Instrument-Agency (e1, e2)"
life,movie,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
fear,robbers,Other,"Cause-Effect (e2, e1)"
ship,harbour,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
state,capital,"Entity-Origin (e1, e2)","Entity-Origin (e2, e1)"
asphalt,term,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
lord,giving,Other,Other
flock,ducks,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
debate,kiosks,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
award,organization,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
officer,apparatus,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
roof,building,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
cow,nuzzle,Other,"Component-Whole (e2, e1)"
bus,computer,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
plan,crime,"Message-Topic (e1, e2)",Other
guide,world,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
book,influence,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
picture,holes,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
bottle,water,"Content-Container (e2, e1)","Content-Container (e2, e1)"
addition,scribe,Other,"Product-Producer (e1, e2)"
blocks,caisson,"Content-Container (e1, e2)","Content-Container (e1, e2)"
key,keyboard,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
methamphetamine,container,"Content-Container (e1, e2)","Content-Container (e1, e2)"
belief,determinism,"Message-Topic (e1, e2)",Other
bungalow,barn,"Entity-Destination (e1, e2)",Other
zoo,creeps,Other,"Member-Collection (e2, e1)"
complex,poison,Other,"Instrument-Agency (e2, e1)"
astronauts,asteroid,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
bolt,door,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
team,fifth place,"Entity-Destination (e1, e2)",Other
exhibition,view,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
object,nylon bag,"Content-Container (e1, e2)","Content-Container (e1, e2)"
tools,process,"Instrument-Agency (e1, e2)",Other
pieces,hutch,"Content-Container (e1, e2)","Content-Container (e1, e2)"
constitution,leaders,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
musician,preparation,Other,"Instrument-Agency (e2, e1)"
agarose,tray,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
team,chemistry,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
gun,drawer,"Content-Container (e1, e2)","Content-Container (e1, e2)"
president,university,Other,Other
students,violence,"Instrument-Agency (e2, e1)",Other
damage,earthquakes,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
train,photographer,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
fluids,cylinder,"Content-Container (e1, e2)","Content-Container (e1, e2)"
ship,port,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
worker,boxcar,"Entity-Destination (e1, e2)",Other
tempeh,soybeans,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
whirl,insects,"Component-Whole (e1, e2)",Other
tessellate,songs,Other,"Entity-Destination (e1, e2)"
respondents,programs,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
abscess,infection,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
study,evaluations,Other,"Component-Whole (e2, e1)"
act,limitation,Other,"Instrument-Agency (e2, e1)"
bottle,testimony,"Content-Container (e2, e1)","Content-Container (e2, e1)"
flour,mixture,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
body,workers,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
fat,disease,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
barium,sulphate,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
fees,discussion,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
country,machines,Other,"Product-Producer (e2, e1)"
preforms,bottles,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
plant,flask,"Content-Container (e1, e2)","Content-Container (e1, e2)"
acetoin,filtrate,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
metal,ground,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
pillars,ruins,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
change,console,Other,Other
fable,progress,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
resources,programmers,"Entity-Destination (e1, e2)","Instrument-Agency (e1, e2)"
technocrats,government,"Member-Collection (e1, e2)","Entity-Destination (e1, e2)"
basin,depression,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
designer,sets,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
notification,names,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
zoo,misfits,Other,"Member-Collection (e2, e1)"
researcher,question,Other,"Product-Producer (e2, e1)"
student,book,Other,"Instrument-Agency (e2, e1)"
guy,knob,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
fox,fury,Other,Other
work,man,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
poem,poet,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
electrical short,fire,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
batch,suitcase,"Content-Container (e1, e2)","Content-Container (e1, e2)"
wriggle,worms,Other,"Member-Collection (e2, e1)"
species,country,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
message,social structure,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
raspberry,jelly,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
events,dissolution,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
bat,wings,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
exhibition,dynamic connections,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
contamination,residues,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
Asthma,narrowing,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
request,firm,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
invertebrate,halves,"Component-Whole (e1, e2)","Instrument-Agency (e2, e1)"
exhibit,designs,Other,"Component-Whole (e2, e1)"
hand,fingers,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
memo,chairman,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
arm,chair,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
ride,sign,"Entity-Origin (e1, e2)",Other
farmer,hoe,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
meeting,influenza,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
air,lungs,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
press,results,"Message-Topic (e1, e2)",Other
lyrics,sexual politics,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
incident,entry,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
name,times,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
imbalance,torque,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
bombs,cars,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
timer,clock,Other,"Component-Whole (e1, e2)"
rain,offers,Other,"Member-Collection (e2, e1)"
officer,college,Other,Other
robbers,scene,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
body,traders,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
prisoner,cell,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
studies,vegetation,"Message-Topic (e1, e2)",Other
fish,eggs,Other,"Product-Producer (e2, e1)"
clique,acquaintances,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
statement,president,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
world,factory,Other,Other
union,senses,Other,Other
engineers,method,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
oil,radiator,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
parameters,text,Other,"Message-Topic (e2, e1)"
medicine,patient,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
rookery,glossy ibis,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
fear,death,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
data,text box,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
view,perspective,Other,"Cause-Effect (e2, e1)"
singer,song,Other,Other
vehicles,city,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
discussion,words,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
design,work,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
county,mailbox,Other,"Instrument-Agency (e2, e1)"
devastation,earthquake,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
rash,fungal imbalance,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
fans,hiding,"Entity-Destination (e1, e2)",Other
chapters,book,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
patents,algorithms,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
patch,flowers,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
statue,box,"Content-Container (e1, e2)","Content-Container (e1, e2)"
box,cornerstone,"Content-Container (e1, e2)","Content-Container (e1, e2)"
teeth,roots,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
neuron,jolt,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
cells,table,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
balls,basket,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
rule,use,Other,"Message-Topic (e1, e2)"
proletariat,nationalities,Other,Other
boys,fighting,"Entity-Destination (e1, e2)",Other
album,band,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
dean,faculty,Other,"Member-Collection (e1, e2)"
animal,bong,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
skirt,trunk,"Content-Container (e1, e2)","Content-Container (e1, e2)"
Electricians,maps,Other,"Instrument-Agency (e2, e1)"
grenade,canister,"Content-Container (e1, e2)","Content-Container (e1, e2)"
yachts,harbor,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
ham,sandwich,"Component-Whole (e1, e2)",Other
arrangements,demonstrator,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
Cavalry,cuirassiers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
hookup,products,Other,Other
sewer,cover,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
escape,bottle,"Entity-Destination (e1, e2)",Other
emails,mail box,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
series,rites,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
wares,potter,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
water,straw-bales,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
show,discussion,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
research,environmental issues,"Message-Topic (e1, e2)",Other
farmer,poverty,"Entity-Destination (e1, e2)",Other
crocodile,snout,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
author,book,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
cough syrup,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
cartridges,printer,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
museum,pit,Other,"Product-Producer (e2, e1)"
laws,size,Other,"Message-Topic (e1, e2)"
Tsunamis,displacement,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
material,outer disc regions,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
irritants,coughing,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
office,floor,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
wine,carton,"Content-Container (e1, e2)","Content-Container (e1, e2)"
ammonia,plant,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
speech,problems,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
blisters,antibodies,"Cause-Effect (e2, e1)","Product-Producer (e1, e2)"
timestamp,date,Other,"Entity-Origin (e1, e2)"
division,pikemen,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
book,slipcase,"Content-Container (e1, e2)","Content-Container (e1, e2)"
spacecraft,container,"Content-Container (e1, e2)","Content-Container (e1, e2)"
photographer,heartland,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
water,ewer,"Content-Container (e1, e2)","Content-Container (e1, e2)"
pipeline,gas,"Content-Container (e2, e1)","Entity-Origin (e2, e1)"
decline,collapse,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
block,fishermen,Other,"Product-Producer (e1, e2)"
fly,jeans,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
knob,bat,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
athlete,stance,Other,Other
resource,results,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
